title,savedAt,query,language,articleURL
Lost co-creator Damon Lindelof is latest filmmaker said to be developing new Star Wars film,2022-11-03T11:25:45.429Z,Star Wars,,https://www.theverge.com/2022/10/24/23420191/star-wars-film-development-lost-damon-lindelof-sharmeen-obaid-chinoy
Count Dooku Voice Actor Corey Burton Tried Something New on Star Wars: Tales of the Jedi,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/star-wars-tales-of-jedi-count-dooku-corey-burton-interv-1849730313
"Hell Yeah, Andor's Cool, Casually Queer Women",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/star-wars-andor-vel-citra-lgbtq-disney-plus-lucasfilm-1849627036
"The latest 'Fortnite' Star Wars characters are Luke, Leia and Han",2022-11-03T11:25:45.429Z,Star Wars,,https://www.engadget.com/fortnite-star-wars-luke-leia-han-solo-162023840.html
More Updates on Damon Lindelof's Mysterious Star Wars Movie,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/damon-lindelof-star-wars-movie-plot-rise-of-skywalker-1849697338
There's Still Hope for Rian Johnson's Star Wars Trilogy,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/rian-johnson-star-wars-trilogy-kathleen-kennedy-1849664490
"Ahsoka Tano Herself, Ashley Eckstein, Breaks Down Star Wars: Tales of the Jedi",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/star-wars-tales-of-the-jedi-ashley-eckstein-ahsoka-tano-1849724214
'Andor' is the best 'Star Wars' show since 'The Mandalorian' — but the least popular,2022-11-03T11:25:45.429Z,Star Wars,,https://www.businessinsider.com/andor-awards-potential-but-trailing-popular-other-star-wars-shows-2022-10
Harrison Ford is the next big actor joining the Marvel Cinematic Universe,2022-11-03T11:25:45.429Z,Star Wars,,https://www.theverge.com/2022/10/17/23409123/harrison-ford-marvel-cinematic-universe-captain-america-general-ross
Here's Why the New Doctors and Tom Baker Weren't in the Last Doctor Who Special,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/doctor-who-jodie-whittaker-david-tennant-tom-baker-1849704331
Star Wars characters take over Mexico City - Reuters,2022-11-03T11:25:45.429Z,Star Wars,,https://www.reuters.com/video/watch/idOV268917102022RP1
How ‘The Mandalorian’ Inspired One of the Year’s Best Rap Videos,2022-11-03T11:25:45.429Z,Star Wars,,https://www.wired.com/story/denzel-curry-x-wing-star-wars/
"A Guide to House of the Dragons’ Many, Many Dragons",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/house-of-the-dragons-game-of-thrones-vhagar-arrax-1849710928
Avengers: Secret Wars Enlists a Familiar Marvel Writer,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/marvel-avengers-secret-wars-writer-loki-dr-strange-1849609384
Andor Gives Everyone a Reason for Rebellion,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/andor-episode-5-recap-star-wars-diego-luna-1849617903
That [Redacted] Rings of Power Star Talks About That [Redacted] Twist,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/rings-of-power-finale-twist-lord-of-the-rings-1849660044
'Superman' and superstar memorabilia worth 11 million pounds up for auction - Reuters,2022-11-03T11:25:45.429Z,Star Wars,,https://www.reuters.com/lifestyle/superman-superstar-memorabilia-worth-11-million-pounds-up-auction-2022-10-03/
You May Remember This Week's Toys From Such Films As...,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/you-may-remember-this-weeks-toys-from-such-films-as-1849706186
Star Wars' Inquisitor Spotlight Continues with Rise of the Red Blade Novel,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/star-wars-rise-of-red-blade-inquisitor-novel-nycc-1849635963
A Key Moment for King Viserys on Last Night's House of the Dragon Was Improvised,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/house-of-the-dragons-targaryen-crown-matt-smith-daemon-1849639987
Emily Watson and Shirley Henderson to Star as Harkonnen Siblings in Sisterhood of Dune,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/hbo-sisterhood-of-dune-emily-watson-shirley-henderson-1849616398
Fortnite's Skywalker Week Premieres Star Wars' Iconic OG Trio,2022-11-03T11:25:45.429Z,Star Wars,,https://kotaku.com/star-wars-fortnite-luke-skywalker-week-han-solo-leia-1849727536
A Fiery Look Inside George R.R. Martin's New Targaryen History Book,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/game-of-thrones-house-of-the-dragon-new-book-spoilers-1849688701
Surprise! Or Not: Netflix's Sandman Is Getting a Season 2,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/the-sandman-neil-gaiman-netflix-renewed-season-2-1849735509
Jedi Knight for the Oculus Quest 2 gets a Force Powers update,2022-11-03T11:25:45.429Z,Star Wars,,https://www.androidcentral.com/gaming/virtual-reality/jedi-knight-for-the-oculus-quest-2-gets-a-force-powers-update
"Open Channel: What Marvel Show Should've Been a Film, or Vice Versa?",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/open-channel-mcu-show-to-film-transition-1849606743
Electroplating Makes 3D-Printed Star Wars Prop Shine,2022-11-03T11:25:45.429Z,Star Wars,,https://hackaday.com/2022/10/13/electroplating-makes-3d-printed-star-wars-prop-shine/
New Black Panther: Wakanda Forever Clip Debuts Riri Williams,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/black-panther-wakanda-forever-clip-shuri-riri-okoye-1849711093
Why Black Panther: Wakanda Forever Was the Perfect Time to Introduce Ironheart,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/black-panther-2-ironheart-riri-williams-marvel-disney-p-1849728943
New 'Star Wars: Tales of the Jedi' Animated Series Begins Streaming on Disney+,2022-11-03T11:25:45.429Z,Star Wars,,https://entertainment.slashdot.org/story/22/10/29/1752234/new-star-wars-tales-of-the-jedi-animated-series-begins-streaming-on-disney
"10 books you didn't know started out as fanfiction, from ""Twilight"" to ""Star Wars""-inspired stories",2022-11-03T11:25:45.429Z,Star Wars,,https://www.businessinsider.com/guides/learning/fanfiction-books
'Andor' Release Schedule: When Will Episode 9 Land on Disney Plus? - CNET,2022-11-03T11:25:45.429Z,Star Wars,,https://www.cnet.com/culture/entertainment/andor-release-schedule-when-will-episode-9-land-on-disney-plus/
"Henry Cavill Confirms His Superman Return, to the Surprise of No One",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/dc-superman-henry-cavill-return-black-adam-cameo-1849693912
'Andor' Episode 8 Explained: 'Rogue One' Cameos and a 'Star Wars' Hell Prison - CNET,2022-11-03T11:25:45.429Z,Star Wars,,https://www.cnet.com/culture/entertainment/andor-episode-8-explained-rogue-one-cameos-and-a-star-wars-hell-prison/
"'Star Wars: Tales of the Jedi' Endings, Major Ahsoka and Dooku Moments Explained - CNET",2022-11-03T11:25:45.429Z,Star Wars,,https://www.cnet.com/culture/entertainment/star-wars-tales-of-the-jedi-endings-major-ahsoka-and-dooku-moments-explained/
'Star Wars: Andor' week five sets up the next act,2022-11-03T11:25:45.429Z,Star Wars,,https://boingboing.net/2022/10/06/star-wars-andor-week-five-sets-up-the-next-act.html
'Star Wars: Tales of the Jedi' Represents a Branch of George Lucas' Original Vision - CNET,2022-11-03T11:25:45.429Z,Star Wars,,https://www.cnet.com/culture/entertainment/star-wars-tales-of-the-jedi-represents-a-branch-of-george-lucas-original-vision/
Todd McFarlane's Spawn Movie Finally Has Some New Writers,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/spawn-movie-todd-mcfarlane-writers-captain-america-4-1849607175
Team Picard Plans to Fight the Future in This Deleted Scene,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/picard-season-two-star-trek-deleted-scene-blu-ray-1849609284
"'Star Wars: Tales of the Jedi' Endings and Ahsoka's and Dooku's Big Moments, Explained - CNET",2022-11-03T11:25:45.429Z,Star Wars,,https://www.cnet.com/culture/entertainment/star-wars-tales-of-the-jedi-endings-big-ahsoka-and-dooku-moments-explained/
Star Trek: Lower Decks Feels Like It's Back to Where This Season Started,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/star-trek-lower-decks-season-3-finale-recap-badgey-1849711305
Titans' Season 4 Trailer Welcomes a Bloody New Foe,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/titans-season-4-trailer-hbo-max-brother-blood-dc-comics-1849627758
Evangelion 3.0+1.0's US Release Is Getting the IMAX Treatment,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/evangelion-thrice-upon-a-time-us-release-imax-1849677346
Silent Hill 2 remake announced alongside game with Star Wars' JJ Abrams - Digital Spy,2022-11-03T11:25:45.429Z,Star Wars,,https://www.digitalspy.com/tech/a41741616/silent-hill-2-remake-star-wars-jj-abrams/
Black Adam Social Reactions Are Divided On How Much the Hierarchy of Power in the DC Universe Might Change,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/black-adam-social-reactions-reviews-dc-the-rock-1849649601
Things Get Biblical in the First His Dark Materials Season 3 Trailer,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/his-dark-materials-final-season-3-trailer-tv-hbo-1849627162
James Gunn Is the New Head of DC Movies and TV,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/james-gunn-head-of-dc-movies-and-tv-warner-bros-1849701460
Tim Burton's Wednesday Gets Mysterious and Spooky in New Trailer,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/tim-burton-wednesday-addams-netflix-nycc-trailer-1849621779
"The Most Awesome Cosplay of New York Comic Con, Day 2",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/new-york-comic-con-2022-cosplay-day-2-1849634345
"Star Trek: Lower Decks Went Experimental as Hell, With Mixed Results",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/star-trek-lower-decks-recap-season-3-episode-7-1849626043
"In This I'm Totally Fine Clip, a Woman Meets an Oddly Familiar Extraterrestrial",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/im-totally-fine-sci-fi-comedy-clip-jillian-bell-1849696034
How Ahsoka Tano went from sidekick to one of Star Wars’ most important characters,2022-11-03T11:25:45.429Z,Star Wars,,https://www.polygon.com/star-wars/23425270/tales-jedi-star-wars-ahsoka-timeline-series
UK Prime Minister Liz Truss Barely Outlasts Doctor Who Episode Drought,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/liz-truss-resigns-doctor-who-jodie-whittaker-lettuce-1849681996
PS VR2 arrives on February 22nd and it costs a whopping $550,2022-11-03T11:25:45.429Z,Star Wars,,https://www.engadget.com/sony-ps-vr-2-release-date-price-virtual-reality-ps5-135402382.html
"Yes, Harrison Ford Is Joining the Marvel Cinematic Universe",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/harrison-ford-marvel-captain-america-4-thunderbolts-mcu-1849667595
"Disney+ subscribers now have early access to Disney merchandise, including Marvel and Star Wars products — here's how it works",2022-11-03T11:25:45.429Z,Star Wars,,https://www.businessinsider.com/how-to-get-marvel-star-wars-merchandise-early-disney-plus-2022-11
V/H/S/99's Trailer Promises a Gleefully Gory Good Time,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/shudder-vhs-99-found-footage-horror-gory-trailer-1849631539
'Star Wars' actor Mark Hamill is helping donate drones to defend the skies over Ukraine against 'the evil empire',2022-11-03T11:25:45.429Z,Star Wars,,https://www.businessinsider.com/star-wars-actor-mark-hamill-donating-drones-to-defend-ukraine-2022-10
Leftover Star Wars Sets,2022-11-03T11:25:45.429Z,Star Wars,,https://www.atlasobscura.com/places/leftover-star-wars-sets
A Friday the 13th Prequel Series Is Coming to Peacock,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/friday-the-13-prequel-crystal-lake-peacock-bryan-fuller-1849724455
They're Not Even Hiding It Anymore,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/black-adam-superman-cameo-end-credits-dc-comics-twitter-1849683145
Black Panther: Wakanda Forever's New Trailer Is a War for the Ages,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/black-panther-2-new-trailer-wakanda-forever-1849608204
There's a new Star Wars project from Damon Lindelof in the works,2022-11-03T11:25:45.429Z,Star Wars,,https://boingboing.net/2022/10/24/theres-a-new-star-wars-project-from-damon-lindelof-in-the-works.html
Oscar Issac enters the world of comics,2022-11-03T11:25:45.429Z,Star Wars,,https://boingboing.net/2022/10/28/oscar-issac-enters-the-world-of-comics.html
Tim Burton says he probably won't work for Disney again,2022-11-03T11:25:45.429Z,Star Wars,,https://www.cnn.com/2022/10/23/entertainment/tim-burton-disney-dumbo/index.html
Captain America: New World Order Teases Harrison Ford's New Role,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/captain-america-new-world-order-harrison-ford-marvel-1849721096
Andor's big heist episode,2022-11-03T11:25:45.429Z,Star Wars,,https://boingboing.net/2022/10/13/andors-big-heist-episode.html
Megan Thee Stallion Becomes Thee Masked Slasher In Her Hottieween Short Film,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/megan-thee-stallion-drops-hottieween-horror-short-1849706035
Black Adam Was Rated R for a Long Time,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/black-adam-rated-r-dwayne-the-rock-johnson-1849672155
DC Comics Rings in Black History Month with DC Power,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/dc-power-black-history-month-anthology-1849690594
The Lord of the Rings: The Rings of Power Finale Trailer Is Here to Rule Them All,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/lord-of-the-rings-rings-of-power-finale-trailer-prime-v-1849620587
"'Andor' Episode 5 Recap: The Rebels' Plan Comes Together, With Some Dangerous Tension - CNET",2022-11-03T11:25:45.429Z,Star Wars,,https://www.cnet.com/culture/entertainment/andor-episode-5-recap-the-rebels-plan-comes-together-with-some-dangerous-tension/
The Peripheral Digs Into William Gibson's Thrilling Virtual Reality Mystery,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/prime-video-the-peripheral-trailer-chloe-grace-moretz-1849620869
"William Jackson Harper Is Joining the MCU, and It Could Be in a Huge Role",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/william-jackson-harper-ant-man-quantumania-reed-richard-1849710059
"HoloKit X AR Headset for iPhone: Price, Features, Release Date",2022-11-03T11:25:45.429Z,Star Wars,,https://www.wired.com/story/holokit-x-headset-iphone-ar/
Lena Horne first black actress to have Broadway theatre named in her honour,2022-11-03T11:25:45.429Z,Star Wars,,https://www.bbc.co.uk/news/entertainment-arts-63497428
Neil Gaiman Delivers a Good Omens Season 2 Sneak Peek at NYCC,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/good-omens-season-two-neil-gaiman-nycc-release-date-1849624118
"I'm Totally Fine Is a Weird, Sweet Sci-Fi Tale About Letting Go",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/im-totally-fine-sci-fi-jillian-bell-harvey-guillen-1849693769
The Mayfair Witches Conjures a New Premiere Date,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/the-mayfair-witches-amc-january-8-premiere-1849690290
James Gunn Is Reportedly Working on a Mystery DC Movie,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/james-gunn-dc-suicide-squad-peacemaker-2-guardians-3-1849672770
"Shop magical markdowns on Lego at shopDisney—save 20% on Disney, Marvel and Star Wars Lego sets",2022-11-03T11:25:45.429Z,Star Wars,,https://www.usatoday.com/story/money/reviewed/2022/10/24/shop-disney-sale-lego-black-friday-deals/10586822002/
Andy Serkis finally gets to play a good Star Wars villain thanks to Andor,2022-11-03T11:25:45.429Z,Star Wars,,https://www.polygon.com/23425037/andor-andy-serkis-kino-loy-star-wars-snoke
Superman is Entering His Family Era in 2023,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/dc-comics-superman-family-nycc-2022-1849636138
Psychiatry wars: the lawsuit that put psychoanalysis on trial,2022-11-03T11:25:45.429Z,Star Wars,,https://www.theguardian.com/society/2022/oct/11/psychiatry-wars-psychoanalysis-antidepressants-rachel-aviv
Hocus Pocus 2 and 4 other sequels that took forever to come out,2022-11-03T11:25:45.429Z,Star Wars,,https://www.digitaltrends.com/movies/hocus-pocus-2-and-4-other-sequels-that-took-forever-to-come-out/
"The Violent Night Trailer Is Die Hard With Santa Claus, Starring David Harbour",2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/violent-night-trailer-david-harbour-santa-claus-die-har-1849619165
"EA to develop three Marvel games, beginning with Iron Man - Reuters",2022-11-03T11:25:45.429Z,Star Wars,,https://www.reuters.com/technology/ea-develop-three-marvel-games-beginning-with-iron-man-2022-10-31/
"Star Wars: Tales of the Jedi Review: An overly familiar show in a galaxy far, far away",2022-11-03T11:25:45.429Z,Star Wars,,https://www.digitaltrends.com/movies/star-wars-tales-of-the-jedi-review/
Mark Hamill on speaking to Zelensky about Star Wars,2022-11-03T11:25:45.429Z,Star Wars,,https://www.bbc.co.uk/news/av/entertainment-arts-63107183
How to Play 'The Sims 4' for Free Right Now (and Forever),2022-11-03T11:25:45.429Z,Star Wars,,https://lifehacker.com/how-to-play-the-sims-4-for-free-right-now-and-forever-1849683029
"Incredible ""Pan Solo in Carbonite"" life-size loaf of bread",2022-11-03T11:25:45.429Z,Star Wars,,https://boingboing.net/2022/10/14/incredible-pan-solo-in-carbonite-life-size-loaf-of-bread.html
"Holy Chicken Ship! The full-length ""Captain EO"" is more brilliant than you can possibly remember",2022-11-03T11:25:45.429Z,Star Wars,,https://boingboing.net/2022/11/01/holy-shit-the-full-length-captain-eo-is-more-brilliant-than-you-can-possibly-remember.html
The Muppets Mayhem Will Answer Just How a Muppet Gets In a Hot Tub (and More),2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/the-muppets-mayhem-new-york-comic-con-panel-disney-plus-1849636060
Andor Gave Us the Gayest Screen Fade in Star Wars History,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/andor-episode-8-vel-cinta-screen-fade-lgbtq-star-wars-1849716836
"Photos of the Week: Foam Fight, Pumpkin Regatta, Motor Gliders",2022-11-03T11:25:45.429Z,Star Wars,,https://www.theatlantic.com/photo/2022/10/photos-of-the-week-foam-fight-pumpkin-regatta-motor-gliders/671808/?utm_source=feed
Nope's Brandon Perea on How He Really Feels About Aliens and UFOs,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/nope-jordan-peele-brandon-perea-interview-aliens-ufos-1849675072
Andor Just Dropped Its Fantastic Club Beat to Stream,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/andor-soundtrack-streaming-niamos-nicholas-britell-1849686883
So that’s how Star Trek’s warp drive works! Science Fiction: Voyage to the Edge of Imagination review,2022-11-03T11:25:45.429Z,Star Wars,,https://www.theguardian.com/artanddesign/2022/oct/06/star-trek-warp-drive-science-fiction-voyage-imagination-review-science-museum
Found-Footage Horror Deadstream Skewers Internet Culture With Deadly Accuracy,2022-11-03T11:25:45.429Z,Star Wars,,https://gizmodo.com/shudder-deadstream-found-footage-horror-movie-review-1849616530
Bidens celebrate their first Halloween at the White House - Reuters,2022-11-03T11:25:45.429Z,Star Wars,,https://www.reuters.com/world/us/bidens-celebrate-their-first-halloween-white-house-2022-10-31/
"U.S. accuses China, Russia of protecting North Korea at U.N - Reuters",2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/article/northkorea-missiles-un-idUSKBN2R01YS
"North Korea has fired three ballistic missiles into sea, South Korea’s military says",2022-11-03T13:26:49.870Z,korea,,https://www.theguardian.com/world/2022/nov/02/north-korea-has-fired-three-ballistic-missiles-into-sea-south-koreas-military-says
"Poland expected to buy S.Korean rocket launchers after tank, howitzer sales - Reuters.com",2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/europe/poland-expected-buy-skorean-rocket-launchers-after-tank-howitzer-sales-2022-10-19/
"North Korea fires ballistic missile, says South Korean military - Reuters.com",2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/north-korea-fires-ballistic-missile-says-south-korean-military-2022-11-02/
2 Koreas exchange warning shots along disputed sea boundary - World News - Castanet.net,2022-11-03T13:26:49.870Z,korea,,https://www.castanet.net/news/World/392232/2-Koreas-exchange-warning-shots-along-disputed-sea-boundary
Seoul scrambles fighters as North Korean planes fly close to border - Reuters.com,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/seoul-scrambles-fighters-north-korean-planes-fly-close-border-2022-10-13/
North Korea fires a ballistic missile over Japan,2022-11-03T13:26:49.870Z,korea,,https://www.npr.org/2022/10/03/1126660435/north-korea-ballistic-missile-japan
Biden offers condolences after deadly stampede in South Korea - Reuters.com,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/biden-offers-condolences-after-deadly-stampede-s-korea-2022-10-29/
"North Korea has fired another ballistic missile, says Seoul",2022-11-03T13:26:49.870Z,korea,,https://www.theguardian.com/world/2022/oct/13/north-korea-fired-another-ballistic-missile-seoul
BTS Hiatus Until 2025 Unleashes Deluge of Sadness and Memes on Twitter - CNET,2022-11-03T13:26:49.870Z,korea,,https://www.cnet.com/culture/entertainment/bts-hiatus-until-2025-unleashes-deluge-of-sadness-and-memes-on-twitter/
US and South Korea test-fire missiles off the east coast of Korean Peninsula,2022-11-03T13:26:49.870Z,korea,,https://www.cnn.com/2022/10/04/asia/us-and-south-korea-missiles-intl/index.html
South Korea to take part in Japanese naval fleet review - Reuters,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/south-korea-take-part-japanese-naval-fleet-review-2022-10-27/
South Korea police chief admits response 'inadequate' - Reuters.com,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/video/watch/idRW605501112022RP1
"South Korea fears further economic cooling as concerts, festivals canceled after Halloween crush - Reuters",2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/south-korea-fears-further-economic-cooling-concerts-festivals-canceled-after-2022-10-31/
South Korea's Son undergoes surgery ahead of World Cup - Reuters,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/lifestyle/sports/south-koreas-son-undergoes-surgery-ahead-world-cup-2022-11-02/
North Korea’s recent drills show west cannot ignore nuclear threat,2022-11-03T13:26:49.870Z,korea,,https://www.theguardian.com/world/2022/nov/02/north-korea-recent-drills-show-west-cannot-ignore-nuclear-threat
Residents near fiery South Korean missile crash 'thought it was a war' - Reuters,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/residents-near-fiery-south-korean-missile-crash-thought-it-was-war-2022-10-05/
"North Korea launches multiple missiles, triggering alerts in Japan and South Korea",2022-11-03T13:26:49.870Z,korea,,https://www.npr.org/2022/11/03/1133790258/north-korean-missiles-japan-south-korea
Waldorf agrees to buy Korean-owned N. Sea gas producer Dana-sources - Reuters,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/markets/commodities/waldorf-agrees-buy-korean-owned-n-sea-gas-producer-dana-sources-2022-10-06/
Explainer: When will North Korea test a nuclear weapon? - Reuters,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/when-will-north-korea-test-nuclear-weapon-2022-10-11/
North Korea says missile tests are practice for 'tactical nuclear strikes' on South Korea,2022-11-03T13:26:49.870Z,korea,,https://www.cnn.com/2022/10/10/asia/north-korea-tactical-nuclear-strike-practice-south-intl-hnk/index.html
Explainer: When will North Korea test a nuclear weapon? - Reuters.com,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/when-will-north-korea-test-nuclear-weapon-2022-10-13/
"North Korea: Pyongyang fires suspected long-range missile, says Seoul",2022-11-03T13:26:49.870Z,korea,,https://www.bbc.co.uk/news/world-asia-63494751
South Korea apologises after missile fired in response to North Korea test crashes,2022-11-03T13:26:49.870Z,korea,,https://www.theguardian.com/world/2022/oct/05/south-korea-apologises-after-missile-fired-in-response-to-north-korea-test-crashes
"North Korea fires the most missiles in a day, raising tensions with South Korea",2022-11-03T13:26:49.870Z,korea,,https://www.businessinsider.com/north-korea-fires-23-missiles-south-korea-2022-11
BTS to reunite for free concert to support South Korea's World Expo bid,2022-11-03T13:26:49.870Z,korea,,https://www.cnn.com/2022/10/14/entertainment/bts-reunite-free-concert-south-korea-world-expo-intl-hnk/index.html
"North Korea has fired ballistic missile, says Seoul",2022-11-03T13:26:49.870Z,korea,,https://www.theguardian.com/world/2022/oct/08/north-korea-has-fired-ballistic-missile-says-seoul
Iranian climber Elnaz Rekabi reportedly under house arrest,2022-11-03T13:26:49.870Z,korea,,https://www.theguardian.com/world/2022/oct/21/iranian-climber-elnaz-rekabi-reportedly-under-house-arrest
Earthquake in North Korea was likely natural -South Korea agency - Reuters,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/earthquake-north-korea-was-likely-natural-south-korea-agency-2022-10-07/
North Korea says U.S.-South Korea drills 'can no longer be tolerated' - Reuters,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/north-korea-says-us-south-korea-drills-can-no-longer-be-tolerated-2022-11-01/
North Korea threatens US with 'powerful measures' as joint drills begin,2022-11-03T13:26:49.870Z,korea,,https://www.bbc.co.uk/news/world-asia-63467268
South Korea: How the Halloween tragedy unfolded,2022-11-03T13:26:49.870Z,korea,,https://www.bbc.co.uk/news/world-63448040
Itaewon crowd crush in pictures,2022-11-03T13:26:49.870Z,korea,,https://www.bbc.co.uk/news/world-asia-63444231
"North Korea fired off more missiles than it ever has in a single day, triggering an air raid alert in South Korea for the first time in years",2022-11-03T13:26:49.870Z,korea,,https://www.businessinsider.com/north-korea-launched-most-missiles-ever-single-day-south-korea-2022-11
South Korea Accidentally Hits Own Base With Missile During Show-of-Force Against North Korea,2022-11-03T13:26:49.870Z,korea,,https://gizmodo.com/south-korea-accidentally-base-missile-north-korea-test-1849617633
Itaewon crush: S Korea police admit response was inadequate,2022-11-03T13:26:49.870Z,korea,,https://www.bbc.co.uk/news/63467200
"North Korea fires ballistic missile off east coast, South Korea says",2022-11-03T13:26:49.870Z,korea,,https://www.cnn.com/2022/10/27/asia/north-korea-ballistic-missile-test-intl-hnk/index.html
"North Korea fires 10 missiles, South Korea says",2022-11-03T13:26:49.870Z,korea,,https://www.cnn.com/2022/11/01/asia/north-korea-missiles-wednesday-intl-hnk/index.html
"U.S., Japan, S. Korea vow closer ties in face of N. Korea 'provocations' - Reuters",2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/us-japan-s-korea-vow-closer-ties-face-n-korea-provocations-2022-10-26/
South Korea transfers $780 mln to Turkish cenbank in swap deal -bankers - Reuters,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/business/finance/south-korea-transfers-780-mln-turkish-cenbank-swap-deal-bankers-2022-10-06/
BTS: K-pop stars to take time out for military service,2022-11-03T13:26:49.870Z,korea,,https://www.bbc.co.uk/news/world-asia-63282589
"U.S. accuses China, Russia of protecting North Korea at U.N. - Reuters.com",2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/china/us-accuses-china-russia-protecting-north-korea-un-2022-10-05/
Blinken says North Korea risks further isolation after Japan missile incident - Reuters,2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/blinken-says-north-korea-risks-further-isolation-after-japan-missile-incident-2022-10-05/
"N.Korea backs Russia's proclaimed annexations, criticises U.S. 'double standards' - Reuters",2022-11-03T13:26:49.870Z,korea,,https://www.reuters.com/world/asia-pacific/nkorea-backs-russias-proclaimed-annexations-criticises-us-double-standards-2022-10-03/
